block,embedding_mode,backend,backend_version,dimension,storage_type,dataset_id,corpus_size,scale_level,real_unique_segments,physical_rows,replication_factor,filter_selectivity_target,filter_selectivity_actual,strategy,pattern,returned_count,underfilled,filter_correctness,topk_agreement,ann_recall_vs_exact,quality_vs_groundtruth,p50_ms,p95_ms,p99_ms,cold_ms,ingest_s,index_build_s,vector_storage_mb,index_storage_mb,metadata_storage_mb,storage_amplification,index_params_json,settings_json,plan_used_vector_index,indexed_vectors_count,max_limit_setting,hardware_profile
C,synthetic,qdrant,1.12.4,2048,float32,auair,1866,L2,1866,1866,1.0,10pct,0.10021436227224008,ann,A,10,False,True,1.0,1.0,,68.286,68.286,,68.286,,,,,,,"{""dimension"":2048}","{""warmup"":0,""measured_repetitions"":1,""query_count"":1,""execution"":""smoke"",""error"":null,""notes"":[]}",True,3402,100,Windows-AMD64-docker-cpu
C,synthetic,qdrant,1.12.4,2048,float32,auair,1866,L2,1866,1866,1.0,1pct,0.010182207931404072,ann,A,10,False,True,1.0,1.0,,56.161,56.161,,56.161,,,,,,,"{""dimension"":2048}","{""warmup"":0,""measured_repetitions"":1,""query_count"":1,""execution"":""smoke"",""error"":null,""notes"":[]}",True,3402,100,Windows-AMD64-docker-cpu
C,synthetic,qdrant,1.12.4,2048,float32,auair,1866,L2,1866,1866,1.0,0.1pct,0.0010718113612004287,ann,A,2,True,True,1.0,1.0,,29.953,29.953,,29.953,,,,,,,"{""dimension"":2048}","{""warmup"":0,""measured_repetitions"":1,""query_count"":1,""execution"":""smoke"",""error"":null,""notes"":[]}",True,3402,100,Windows-AMD64-docker-cpu
C,synthetic,qdrant,1.12.4,2048,float32,auair,1866,L2,1866,1866,1.0,100pct,1.0,ann_high_ef,A,10,False,True,1.0,1.0,,44.918,44.918,,44.918,,,,,,,"{""dimension"":2048}","{""warmup"":0,""measured_repetitions"":1,""query_count"":1,""execution"":""smoke"",""error"":null,""notes"":[]}",True,3402,100,Windows-AMD64-docker-cpu
C,synthetic,qdrant,1.12.4,2048,float32,auair,1866,L2,1866,1866,1.0,50pct,0.5,ann_high_ef,A,10,False,True,1.0,1.0,,67.613,67.613,,67.613,,,,,,,"{""dimension"":2048}","{""warmup"":0,""measured_repetitions"":1,""query_count"":1,""execution"":""smoke"",""error"":null,""notes"":[]}",True,3402,100,Windows-AMD64-docker-cpu
C,synthetic,qdrant,1.12.4,2048,float32,auair,1866,L2,1866,1866,1.0,10pct,0.10021436227224008,ann_high_ef,A,10,False,True,1.0,1.0,,66.201,66.201,,66.201,,,,,,,"{""dimension"":2048}","{""warmup"":0,""measured_repetitions"":1,""query_count"":1,""execution"":""smoke"",""error"":null,""notes"":[]}",True,3402,100,Windows-AMD64-docker-cpu
C,synthetic,qdrant,1.12.4,2048,float32,auair,1866,L2,1866,1866,1.0,1pct,0.010182207931404072,ann_high_ef,A,10,False,True,1.0,1.0,,60.61,60.61,,60.61,,,,,,,"{""dimension"":2048}","{""warmup"":0,""measured_repetitions"":1,""query_count"":1,""execution"":""smoke"",""error"":null,""notes"":[]}",True,3402,100,Windows-AMD64-docker-cpu
C,synthetic,qdrant,1.12.4,2048,float32,auair,1866,L2,1866,1866,1.0,0.1pct,0.0010718113612004287,ann_high_ef,A,2,True,True,1.0,1.0,,33.703,33.703,,33.703,,,,,,,"{""dimension"":2048}","{""warmup"":0,""measured_repetitions"":1,""query_count"":1,""execution"":""smoke"",""error"":null,""notes"":[]}",True,3402,100,Windows-AMD64-docker-cpu
C,synthetic,qdrant,1.12.4,2048,float32,auair,1866,L2,1866,1866,1.0,100pct,1.0,prefilter,A,10,False,True,1.0,1.0,,45.651,45.651,,45.651,,,,,,,"{""dimension"":2048}","{""warmup"":0,""measured_repetitions"":1,""query_count"":1,""execution"":""smoke"",""error"":null,""notes"":[]}",True,3402,100,Windows-AMD64-docker-cpu
C,synthetic,qdrant,1.12.4,2048,float32,auair,1866,L2,1866,1866,1.0,50pct,0.5,prefilter,A,10,False,True,1.0,1.0,,70.315,70.315,,70.315,,,,,,,"{""dimension"":2048}","{""warmup"":0,""measured_repetitions"":1,""query_count"":1,""execution"":""smoke"",""error"":null,""notes"":[]}",True,3402,100,Windows-AMD64-docker-cpu
C,synthetic,qdrant,1.12.4,2048,float32,auair,1866,L2,1866,1866,1.0,10pct,0.10021436227224008,prefilter,A,10,False,True,1.0,1.0,,62.602,62.602,,62.602,,,,,,,"{""dimension"":2048}","{""warmup"":0,""measured_repetitions"":1,""query_count"":1,""execution"":""smoke"",""error"":null,""notes"":[]}",True,3402,100,Windows-AMD64-docker-cpu
C,synthetic,qdrant,1.12.4,2048,float32,auair,1866,L2,1866,1866,1.0,1pct,0.010182207931404072,prefilter,A,10,False,True,1.0,1.0,,73.09,73.09,,73.09,,,,,,,"{""dimension"":2048}","{""warmup"":0,""measured_repetitions"":1,""query_count"":1,""execution"":""smoke"",""error"":null,""notes"":[]}",True,3402,100,Windows-AMD64-docker-cpu
C,synthetic,qdrant,1.12.4,2048,float32,auair,1866,L2,1866,1866,1.0,0.1pct,0.0010718113612004287,prefilter,A,2,True,True,1.0,1.0,,28.785,28.785,,28.785,,,,,,,"{""dimension"":2048}","{""warmup"":0,""measured_repetitions"":1,""query_count"":1,""execution"":""smoke"",""error"":null,""notes"":[]}",True,3402,100,Windows-AMD64-docker-cpu
C,synthetic,qdrant,1.12.4,512,float32,auair,1866,L2,1866,1866,1.0,100pct,1.0,exact,A,10,False,True,1.0,1.0,,38.874,38.874,,38.874,,,,,,,"{""dimension"":512}","{""warmup"":0,""measured_repetitions"":1,""query_count"":1,""execution"":""smoke"",""error"":null,""notes"":[]}",True,3402,100,Windows-AMD64-docker-cpu
C,synthetic,qdrant,1.12.4,512,float32,auair,1866,L2,1866,1866,1.0,50pct,0.5,exact,A,10,False,True,1.0,1.0,,74.497,74.497,,74.497,,,,,,,"{""dimension"":512}","{""warmup"":0,""measured_repetitions"":1,""query_count"":1,""execution"":""smoke"",""error"":null,""notes"":[]}",True,3402,100,Windows-AMD64-docker-cpu
C,synthetic,qdrant,1.12.4,512,float32,auair,1866,L2,1866,1866,1.0,10pct,0.10021436227224008,exact,A,10,False,True,1.0,1.0,,66.209,66.209,,66.209,,,,,,,"{""dimension"":512}","{""warmup"":0,""measured_repetitions"":1,""query_count"":1,""execution"":""smoke"",""error"":null,""notes"":[]}",True,3402,100,Windows-AMD64-docker-cpu
C,synthetic,qdrant,1.12.4,512,float32,auair,1866,L2,1866,1866,1.0,1pct,0.010182207931404072,exact,A,10,False,True,1.0,1.0,,49.073,49.073,,49.073,,,,,,,"{""dimension"":512}","{""warmup"":0,""measured_repetitions"":1,""query_count"":1,""execution"":""smoke"",""error"":null,""notes"":[]}",True,3402,100,Windows-AMD64-docker-cpu
C,synthetic,qdrant,1.12.4,512,float32,auair,1866,L2,1866,1866,1.0,0.1pct,0.0010718113612004287,exact,A,2,True,True,1.0,1.0,,26.816,26.816,,26.816,,,,,,,"{""dimension"":512}","{""warmup"":0,""measured_repetitions"":1,""query_count"":1,""execution"":""smoke"",""error"":null,""notes"":[]}",True,3402,100,Windows-AMD64-docker-cpu
C,synthetic,qdrant,1.12.4,512,float32,auair,1866,L2,1866,1866,1.0,100pct,1.0,ann,A,10,False,True,1.0,1.0,,39.248,39.248,,39.248,,,,,,,"{""dimension"":512}","{""warmup"":0,""measured_repetitions"":1,""query_count"":1,""execution"":""smoke"",""error"":null,""notes"":[]}",True,3402,100,Windows-AMD64-docker-cpu
C,synthetic,qdrant,1.12.4,512,float32,auair,1866,L2,1866,1866,1.0,50pct,0.5,ann,A,10,False,True,1.0,1.0,,70.685,70.685,,70.685,,,,,,,"{""dimension"":512}","{""warmup"":0,""measured_repetitions"":1,""query_count"":1,""execution"":""smoke"",""error"":null,""notes"":[]}",True,3402,100,Windows-AMD64-docker-cpu
C,synthetic,qdrant,1.12.4,512,float32,auair,1866,L2,1866,1866,1.0,10pct,0.10021436227224008,ann,A,10,False,True,1.0,1.0,,74.177,74.177,,74.177,,,,,,,"{""dimension"":512}","{""warmup"":0,""measured_repetitions"":1,""query_count"":1,""execution"":""smoke"",""error"":null,""notes"":[]}",True,3402,100,Windows-AMD64-docker-cpu
C,synthetic,qdrant,1.12.4,512,float32,auair,1866,L2,1866,1866,1.0,1pct,0.010182207931404072,ann,A,10,False,True,1.0,1.0,,56.931,56.931,,56.931,,,,,,,"{""dimension"":512}","{""warmup"":0,""measured_repetitions"":1,""query_count"":1,""execution"":""smoke"",""error"":null,""notes"":[]}",True,3402,100,Windows-AMD64-docker-cpu
C,synthetic,qdrant,1.12.4,512,float32,auair,1866,L2,1866,1866,1.0,0.1pct,0.0010718113612004287,ann,A,2,True,True,1.0,1.0,,23.348,23.348,,23.348,,,,,,,"{""dimension"":512}","{""warmup"":0,""measured_repetitions"":1,""query_count"":1,""execution"":""smoke"",""error"":null,""notes"":[]}",True,3402,100,Windows-AMD64-docker-cpu
C,synthetic,qdrant,1.12.4,512,float32,auair,1866,L2,1866,1866,1.0,100pct,1.0,ann_high_ef,A,10,False,True,1.0,1.0,,37.212,37.212,,37.212,,,,,,,"{""dimension"":512}","{""warmup"":0,""measured_repetitions"":1,""query_count"":1,""execution"":""smoke"",""error"":null,""notes"":[]}",True,3402,100,Windows-AMD64-docker-cpu
C,synthetic,qdrant,1.12.4,512,float32,auair,1866,L2,1866,1866,1.0,50pct,0.5,ann_high_ef,A,10,False,True,1.0,1.0,,60.019,60.019,,60.019,,,,,,,"{""dimension"":512}","{""warmup"":0,""measured_repetitions"":1,""query_count"":1,""execution"":""smoke"",""error"":null,""notes"":[]}",True,3402,100,Windows-AMD64-docker-cpu
C,synthetic,qdrant,1.12.4,512,float32,auair,1866,L2,1866,1866,1.0,10pct,0.10021436227224008,ann_high_ef,A,10,False,True,1.0,1.0,,63.737,63.737,,63.737,,,,,,,"{""dimension"":512}","{""warmup"":0,""measured_repetitions"":1,""query_count"":1,""execution"":""smoke"",""error"":null,""notes"":[]}",True,3402,100,Windows-AMD64-docker-cpu
C,synthetic,qdrant,1.12.4,512,float32,auair,1866,L2,1866,1866,1.0,1pct,0.010182207931404072,ann_high_ef,A,10,False,True,1.0,1.0,,62.607,62.607,,62.607,,,,,,,"{""dimension"":512}","{""warmup"":0,""measured_repetitions"":1,""query_count"":1,""execution"":""smoke"",""error"":null,""notes"":[]}",True,3402,100,Windows-AMD64-docker-cpu
C,synthetic,qdrant,1.12.4,512,float32,auair,1866,L2,1866,1866,1.0,0.1pct,0.0010718113612004287,ann_high_ef,A,2,True,True,1.0,1.0,,31.924,31.924,,31.924,,,,,,,"{""dimension"":512}","{""warmup"":0,""measured_repetitions"":1,""query_count"":1,""execution"":""smoke"",""error"":null,""notes"":[]}",True,3402,100,Windows-AMD64-docker-cpu
C,synthetic,qdrant,1.12.4,512,float32,auair,1866,L2,1866,1866,1.0,100pct,1.0,prefilter,A,10,False,True,1.0,1.0,,38.667,38.667,,38.667,,,,,,,"{""dimension"":512}","{""warmup"":0,""measured_repetitions"":1,""query_count"":1,""execution"":""smoke"",""error"":null,""notes"":[]}",True,3402,100,Windows-AMD64-docker-cpu
C,synthetic,qdrant,1.12.4,512,float32,auair,1866,L2,1866,1866,1.0,50pct,0.5,prefilter,A,10,False,True,1.0,1.0,,73.548,73.548,,73.548,,,,,,,"{""dimension"":512}","{""warmup"":0,""measured_repetitions"":1,""query_count"":1,""execution"":""smoke"",""error"":null,""notes"":[]}",True,3402,100,Windows-AMD64-docker-cpu
C,synthetic,qdrant,1.12.4,512,float32,auair,1866,L2,1866,1866,1.0,10pct,0.10021436227224008,prefilter,A,10,False,True,1.0,1.0,,67.154,67.154,,67.154,,,,,,,"{""dimension"":512}","{""warmup"":0,""measured_repetitions"":1,""query_count"":1,""execution"":""smoke"",""error"":null,""notes"":[]}",True,3402,100,Windows-AMD64-docker-cpu
C,synthetic,qdrant,1.12.4,512,float32,auair,1866,L2,1866,1866,1.0,1pct,0.010182207931404072,prefilter,A,10,False,True,1.0,1.0,,51.137,51.137,,51.137,,,,,,,"{""dimension"":512}","{""warmup"":0,""measured_repetitions"":1,""query_count"":1,""execution"":""smoke"",""error"":null,""notes"":[]}",True,3402,100,Windows-AMD64-docker-cpu
C,synthetic,qdrant,1.12.4,512,float32,auair,1866,L2,1866,1866,1.0,0.1pct,0.0010718113612004287,prefilter,A,2,True,True,1.0,1.0,,25.19,25.19,,25.19,,,,,,,"{""dimension"":512}","{""warmup"":0,""measured_repetitions"":1,""query_count"":1,""execution"":""smoke"",""error"":null,""notes"":[]}",True,3402,100,Windows-AMD64-docker-cpu
C,synthetic,qdrant,1.12.4,1024,float32,auair,1866,L2,1866,1866,1.0,100pct,1.0,prefilter,A,10,False,True,1.0,1.0,,41.442,41.442,,41.442,,,,,,,"{""dimension"":1024}","{""warmup"":0,""measured_repetitions"":1,""query_count"":1,""execution"":""smoke"",""error"":null,""notes"":[]}",True,3476,100,Windows-AMD64-docker-cpu
C,synthetic,qdrant,1.12.4,1024,float32,auair,1866,L2,1866,1866,1.0,50pct,0.5,prefilter,A,10,False,True,1.0,1.0,,59.303,59.303,,59.303,,,,,,,"{""dimension"":1024}","{""warmup"":0,""measured_repetitions"":1,""query_count"":1,""execution"":""smoke"",""error"":null,""notes"":[]}",True,3476,100,Windows-AMD64-docker-cpu
C,synthetic,qdrant,1.12.4,1024,float32,auair,1866,L2,1866,1866,1.0,10pct,0.10021436227224008,prefilter,A,10,False,True,1.0,1.0,,76.728,76.728,,76.728,,,,,,,"{""dimension"":1024}","{""warmup"":0,""measured_repetitions"":1,""query_count"":1,""execution"":""smoke"",""error"":null,""notes"":[]}",True,3476,100,Windows-AMD64-docker-cpu
C,synthetic,qdrant,1.12.4,1024,float32,auair,1866,L2,1866,1866,1.0,1pct,0.010182207931404072,prefilter,A,10,False,True,1.0,1.0,,64.217,64.217,,64.217,,,,,,,"{""dimension"":1024}","{""warmup"":0,""measured_repetitions"":1,""query_count"":1,""execution"":""smoke"",""error"":null,""notes"":[]}",True,3476,100,Windows-AMD64-docker-cpu
C,synthetic,qdrant,1.12.4,1024,float32,auair,1866,L2,1866,1866,1.0,0.1pct,0.0010718113612004287,prefilter,A,2,True,True,1.0,1.0,,27.062,27.062,,27.062,,,,,,,"{""dimension"":1024}","{""warmup"":0,""measured_repetitions"":1,""query_count"":1,""execution"":""smoke"",""error"":null,""notes"":[]}",True,3476,100,Windows-AMD64-docker-cpu
C,synthetic,qdrant,1.12.4,256,float32,auair,1866,L2,1866,1866,1.0,100pct,1.0,prefilter,A,10,False,True,1.0,1.0,,37.643,37.643,,37.643,,,,,,,"{""dimension"":256}","{""warmup"":0,""measured_repetitions"":1,""query_count"":1,""execution"":""smoke"",""error"":null,""notes"":[]}",True,3658,100,Windows-AMD64-docker-cpu
C,synthetic,qdrant,1.12.4,256,float32,auair,1866,L2,1866,1866,1.0,50pct,0.5,prefilter,A,10,False,True,1.0,1.0,,66.159,66.159,,66.159,,,,,,,"{""dimension"":256}","{""warmup"":0,""measured_repetitions"":1,""query_count"":1,""execution"":""smoke"",""error"":null,""notes"":[]}",True,3658,100,Windows-AMD64-docker-cpu
C,synthetic,qdrant,1.12.4,256,float32,auair,1866,L2,1866,1866,1.0,10pct,0.10021436227224008,prefilter,A,10,False,True,1.0,1.0,,47.91,47.91,,47.91,,,,,,,"{""dimension"":256}","{""warmup"":0,""measured_repetitions"":1,""query_count"":1,""execution"":""smoke"",""error"":null,""notes"":[]}",True,3658,100,Windows-AMD64-docker-cpu
C,synthetic,qdrant,1.12.4,256,float32,auair,1866,L2,1866,1866,1.0,1pct,0.010182207931404072,prefilter,A,10,False,True,1.0,1.0,,57.194,57.194,,57.194,,,,,,,"{""dimension"":256}","{""warmup"":0,""measured_repetitions"":1,""query_count"":1,""execution"":""smoke"",""error"":null,""notes"":[]}",True,3658,100,Windows-AMD64-docker-cpu
C,synthetic,qdrant,1.12.4,256,float32,auair,1866,L2,1866,1866,1.0,0.1pct,0.0010718113612004287,prefilter,A,2,True,True,1.0,1.0,,23.499,23.499,,23.499,,,,,,,"{""dimension"":256}","{""warmup"":0,""measured_repetitions"":1,""query_count"":1,""execution"":""smoke"",""error"":null,""notes"":[]}",True,3658,100,Windows-AMD64-docker-cpu
C,synthetic,pgvector,pg16,2048,vector/halfvec,auair,1866,L2,1866,1866,1.0,100pct,1.0,exact,C,10,False,True,1.0,1.0,,33.737,33.737,,33.737,,,,,,,"{""dimension"":2048}","{""warmup"":0,""measured_repetitions"":1,""query_count"":1,""execution"":""smoke"",""error"":null,""notes"":[]}",False,,100,Windows-AMD64-docker-cpu
C,synthetic,pgvector,pg16,2048,vector/halfvec,auair,1866,L2,1866,1866,1.0,50pct,0.5,exact,C,10,False,True,1.0,1.0,,56.309,56.309,,56.309,,,,,,,"{""dimension"":2048}","{""warmup"":0,""measured_repetitions"":1,""query_count"":1,""execution"":""smoke"",""error"":null,""notes"":[]}",False,,100,Windows-AMD64-docker-cpu
C,synthetic,pgvector,pg16,2048,vector/halfvec,auair,1866,L2,1866,1866,1.0,10pct,0.10021436227224008,exact,C,10,False,True,1.0,1.0,,36.661,36.661,,36.661,,,,,,,"{""dimension"":2048}","{""warmup"":0,""measured_repetitions"":1,""query_count"":1,""execution"":""smoke"",""error"":null,""notes"":[]}",False,,100,Windows-AMD64-docker-cpu
C,synthetic,pgvector,pg16,2048,vector/halfvec,auair,1866,L2,1866,1866,1.0,1pct,0.010182207931404072,exact,C,10,False,True,1.0,1.0,,36.287,36.287,,36.287,,,,,,,"{""dimension"":2048}","{""warmup"":0,""measured_repetitions"":1,""query_count"":1,""execution"":""smoke"",""error"":null,""notes"":[]}",False,,100,Windows-AMD64-docker-cpu
C,synthetic,pgvector,pg16,2048,vector/halfvec,auair,1866,L2,1866,1866,1.0,0.1pct,0.0010718113612004287,exact,C,2,True,True,1.0,1.0,,16.494,16.494,,16.494,,,,,,,"{""dimension"":2048}","{""warmup"":0,""measured_repetitions"":1,""query_count"":1,""execution"":""smoke"",""error"":null,""notes"":[]}",False,,100,Windows-AMD64-docker-cpu
C,synthetic,pgvector,pg16,2048,vector/halfvec,auair,1866,L2,1866,1866,1.0,100pct,1.0,ann,C,10,False,True,0.42857142857142855,0.6,,24.424,24.424,,24.424,,,,,,,"{""dimension"":2048}","{""warmup"":0,""measured_repetitions"":1,""query_count"":1,""execution"":""smoke"",""error"":null,""notes"":[]}",True,,100,Windows-AMD64-docker-cpu
C,synthetic,pgvector,pg16,2048,vector/halfvec,auair,1866,L2,1866,1866,1.0,50pct,0.5,ann,C,10,False,True,1.0,1.0,,48.363,48.363,,48.363,,,,,,,"{""dimension"":2048}","{""warmup"":0,""measured_repetitions"":1,""query_count"":1,""execution"":""smoke"",""error"":null,""notes"":[]}",True,,100,Windows-AMD64-docker-cpu
C,synthetic,pgvector,pg16,2048,vector/halfvec,auair,1866,L2,1866,1866,1.0,10pct,0.10021436227224008,ann,C,10,False,True,1.0,1.0,,40.882,40.882,,40.882,,,,,,,"{""dimension"":2048}","{""warmup"":0,""measured_repetitions"":1,""query_count"":1,""execution"":""smoke"",""error"":null,""notes"":[]}",True,,100,Windows-AMD64-docker-cpu
C,synthetic,pgvector,pg16,2048,vector/halfvec,auair,1866,L2,1866,1866,1.0,1pct,0.010182207931404072,ann,C,10,False,True,1.0,1.0,,40.353,40.353,,40.353,,,,,,,"{""dimension"":2048}","{""warmup"":0,""measured_repetitions"":1,""query_count"":1,""execution"":""smoke"",""error"":null,""notes"":[]}",True,,100,Windows-AMD64-docker-cpu
C,synthetic,pgvector,pg16,2048,vector/halfvec,auair,1866,L2,1866,1866,1.0,0.1pct,0.0010718113612004287,ann,C,2,True,True,1.0,1.0,,19.979,19.979,,19.979,,,,,,,"{""dimension"":2048}","{""warmup"":0,""measured_repetitions"":1,""query_count"":1,""execution"":""smoke"",""error"":null,""notes"":[]}",True,,100,Windows-AMD64-docker-cpu
C,synthetic,pgvector,pg16,2048,vector/halfvec,auair,1866,L2,1866,1866,1.0,100pct,1.0,iterative_scan,C,10,False,True,1.0,1.0,,31.985,31.985,,31.985,,,,,,,"{""dimension"":2048}","{""warmup"":0,""measured_repetitions"":1,""query_count"":1,""execution"":""smoke"",""error"":null,""notes"":[]}",True,,100,Windows-AMD64-docker-cpu
C,synthetic,pgvector,pg16,2048,vector/halfvec,auair,1866,L2,1866,1866,1.0,50pct,0.5,iterative_scan,C,10,False,True,1.0,1.0,,56.501,56.501,,56.501,,,,,,,"{""dimension"":2048}","{""warmup"":0,""measured_repetitions"":1,""query_count"":1,""execution"":""smoke"",""error"":null,""notes"":[]}",True,,100,Windows-AMD64-docker-cpu
C,synthetic,pgvector,pg16,2048,vector/halfvec,auair,1866,L2,1866,1866,1.0,10pct,0.10021436227224008,iterative_scan,C,10,False,True,1.0,1.0,,51.251,51.251,,51.251,,,,,,,"{""dimension"":2048}","{""warmup"":0,""measured_repetitions"":1,""query_count"":1,""execution"":""smoke"",""error"":null,""notes"":[]}",True,,100,Windows-AMD64-docker-cpu
C,synthetic,pgvector,pg16,2048,vector/halfvec,auair,1866,L2,1866,1866,1.0,1pct,0.010182207931404072,iterative_scan,C,10,False,True,1.0,1.0,,39.521,39.521,,39.521,,,,,,,"{""dimension"":2048}","{""warmup"":0,""measured_repetitions"":1,""query_count"":1,""execution"":""smoke"",""error"":null,""notes"":[]}",True,,100,Windows-AMD64-docker-cpu
C,synthetic,pgvector,pg16,2048,vector/halfvec,auair,1866,L2,1866,1866,1.0,0.1pct,0.0010718113612004287,iterative_scan,C,2,True,True,1.0,1.0,,20.862,20.862,,20.862,,,,,,,"{""dimension"":2048}","{""warmup"":0,""measured_repetitions"":1,""query_count"":1,""execution"":""smoke"",""error"":null,""notes"":[]}",True,,100,Windows-AMD64-docker-cpu
C,synthetic,pgvector,pg16,2048,vector/halfvec,auair,1866,L2,1866,1866,1.0,100pct,1.0,iterative_strict,C,10,False,True,1.0,1.0,,31.032,31.032,,31.032,,,,,,,"{""dimension"":2048}","{""warmup"":0,""measured_repetitions"":1,""query_count"":1,""execution"":""smoke"",""error"":null,""notes"":[]}",True,,100,Windows-AMD64-docker-cpu
C,synthetic,pgvector,pg16,2048,vector/halfvec,auair,1866,L2,1866,1866,1.0,50pct,0.5,iterative_strict,C,10,False,True,1.0,1.0,,67.573,67.573,,67.573,,,,,,,"{""dimension"":2048}","{""warmup"":0,""measured_repetitions"":1,""query_count"":1,""execution"":""smoke"",""error"":null,""notes"":[]}",True,,100,Windows-AMD64-docker-cpu
C,synthetic,pgvector,pg16,2048,vector/halfvec,auair,1866,L2,1866,1866,1.0,10pct,0.10021436227224008,iterative_strict,C,10,False,True,1.0,1.0,,33.506,33.506,,33.506,,,,,,,"{""dimension"":2048}","{""warmup"":0,""measured_repetitions"":1,""query_count"":1,""execution"":""smoke"",""error"":null,""notes"":[]}",True,,100,Windows-AMD64-docker-cpu
C,synthetic,pgvector,pg16,2048,vector/halfvec,auair,1866,L2,1866,1866,1.0,1pct,0.010182207931404072,iterative_strict,C,10,False,True,1.0,1.0,,42.089,42.089,,42.089,,,,,,,"{""dimension"":2048}","{""warmup"":0,""measured_repetitions"":1,""query_count"":1,""execution"":""smoke"",""error"":null,""notes"":[]}",True,,100,Windows-AMD64-docker-cpu
C,synthetic,pgvector,pg16,2048,vector/halfvec,auair,1866,L2,1866,1866,1.0,0.1pct,0.0010718113612004287,iterative_strict,C,2,True,True,1.0,1.0,,16.684,16.684,,16.684,,,,,,,"{""dimension"":2048}","{""warmup"":0,""measured_repetitions"":1,""query_count"":1,""execution"":""smoke"",""error"":null,""notes"":[]}",True,,100,Windows-AMD64-docker-cpu
C,synthetic,pgvector,pg16,512,vector/halfvec,auair,1866,L2,1866,1866,1.0,100pct,1.0,exact,C,10,False,True,1.0,1.0,,29.792,29.792,,29.792,,,,,,,"{""dimension"":512}","{""warmup"":0,""measured_repetitions"":1,""query_count"":1,""execution"":""smoke"",""error"":null,""notes"":[]}",False,,100,Windows-AMD64-docker-cpu
C,synthetic,pgvector,pg16,512,vector/halfvec,auair,1866,L2,1866,1866,1.0,50pct,0.5,exact,C,10,False,True,1.0,1.0,,41.619,41.619,,41.619,,,,,,,"{""dimension"":512}","{""warmup"":0,""measured_repetitions"":1,""query_count"":1,""execution"":""smoke"",""error"":null,""notes"":[]}",False,,100,Windows-AMD64-docker-cpu
C,synthetic,pgvector,pg16,512,vector/halfvec,auair,1866,L2,1866,1866,1.0,10pct,0.10021436227224008,exact,C,10,False,True,1.0,1.0,,50.432,50.432,,50.432,,,,,,,"{""dimension"":512}","{""warmup"":0,""measured_repetitions"":1,""query_count"":1,""execution"":""smoke"",""error"":null,""notes"":[]}",False,,100,Windows-AMD64-docker-cpu
C,synthetic,pgvector,pg16,512,vector/halfvec,auair,1866,L2,1866,1866,1.0,1pct,0.010182207931404072,exact,C,10,False,True,1.0,1.0,,76.896,76.896,,76.896,,,,,,,"{""dimension"":512}","{""warmup"":0,""measured_repetitions"":1,""query_count"":1,""execution"":""smoke"",""error"":null,""notes"":[]}",False,,100,Windows-AMD64-docker-cpu
C,synthetic,pgvector,pg16,512,vector/halfvec,auair,1866,L2,1866,1866,1.0,0.1pct,0.0010718113612004287,exact,C,2,True,True,1.0,1.0,,15.348,15.348,,15.348,,,,,,,"{""dimension"":512}","{""warmup"":0,""measured_repetitions"":1,""query_count"":1,""execution"":""smoke"",""error"":null,""notes"":[]}",False,,100,Windows-AMD64-docker-cpu
C,synthetic,pgvector,pg16,512,vector/halfvec,auair,1866,L2,1866,1866,1.0,100pct,1.0,ann,C,10,False,True,1.0,1.0,,25.368,25.368,,25.368,,,,,,,"{""dimension"":512}","{""warmup"":0,""measured_repetitions"":1,""query_count"":1,""execution"":""smoke"",""error"":null,""notes"":[]}",True,,100,Windows-AMD64-docker-cpu
C,synthetic,pgvector,pg16,512,vector/halfvec,auair,1866,L2,1866,1866,1.0,50pct,0.5,ann,C,10,False,True,0.5384615384615384,0.7,,40.318,40.318,,40.318,,,,,,,"{""dimension"":512}","{""warmup"":0,""measured_repetitions"":1,""query_count"":1,""execution"":""smoke"",""error"":null,""notes"":[]}",True,,100,Windows-AMD64-docker-cpu
C,synthetic,pgvector,pg16,512,vector/halfvec,auair,1866,L2,1866,1866,1.0,10pct,0.10021436227224008,ann,C,10,False,True,1.0,1.0,,38.779,38.779,,38.779,,,,,,,"{""dimension"":512}","{""warmup"":0,""measured_repetitions"":1,""query_count"":1,""execution"":""smoke"",""error"":null,""notes"":[]}",True,,100,Windows-AMD64-docker-cpu
C,synthetic,pgvector,pg16,512,vector/halfvec,auair,1866,L2,1866,1866,1.0,1pct,0.010182207931404072,ann,C,10,False,True,1.0,1.0,,33.704,33.704,,33.704,,,,,,,"{""dimension"":512}","{""warmup"":0,""measured_repetitions"":1,""query_count"":1,""execution"":""smoke"",""error"":null,""notes"":[]}",True,,100,Windows-AMD64-docker-cpu
C,synthetic,pgvector,pg16,512,vector/halfvec,auair,1866,L2,1866,1866,1.0,0.1pct,0.0010718113612004287,ann,C,2,True,True,1.0,1.0,,16.818,16.818,,16.818,,,,,,,"{""dimension"":512}","{""warmup"":0,""measured_repetitions"":1,""query_count"":1,""execution"":""smoke"",""error"":null,""notes"":[]}",True,,100,Windows-AMD64-docker-cpu
C,synthetic,pgvector,pg16,512,vector/halfvec,auair,1866,L2,1866,1866,1.0,100pct,1.0,iterative_scan,C,10,False,True,1.0,1.0,,23.579,23.579,,23.579,,,,,,,"{""dimension"":512}","{""warmup"":0,""measured_repetitions"":1,""query_count"":1,""execution"":""smoke"",""error"":null,""notes"":[]}",True,,100,Windows-AMD64-docker-cpu
